dune exec -- bench/run_bench.exe --onlyip --dir /home/etudiant/Cours/stage/TPTP-v9.2.1/Problems/SYN/ --time-limit 3 --robust-time-limit  --logs bench_logs_syn_final  --mode ordered-fallback
problem                                                      | expected           | rating       | ip                    
SYN846-1.p                                                   | Unsatisfiable      | 0.25 v9.1.0  | Timeout (3.159s)      
SYN847-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.156s)      
SYN848-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.152s)      
SYN849-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.146s)      
SYN850-1.p                                                   | Unsatisfiable      | 0.25 v9.1.0  | Timeout (3.495s)      
SYN851-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.485s)      
SYN852-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (4.705s)      
SYN853-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (4.700s)      
SYN854-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (4.696s)      
SYN855-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (4.636s)      
SYN856-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.067s)      
SYN857-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.058s)      
SYN858-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.160s)      
SYN859-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.142s)      
SYN860-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.161s)      
SYN861-1.p                                                   | Unsatisfiable      | 0.25 v9.1.0  | Timeout (3.492s)      
SYN862-1.p                                                   | Unsatisfiable      | 0.25 v9.1.0  | Timeout (3.521s)      
SYN863-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.484s)      
SYN864-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.505s)      
SYN865-1.p                                                   | Unsatisfiable      | 0.25 v9.1.0  | Timeout (3.513s)      
SYN866-1.p                                                   | Unsatisfiable      | 0.25 v9.1.0  | Timeout (3.494s)      
SYN867-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.017s)      
SYN868-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.015s)      
SYN869-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.015s)      
SYN870-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.015s)      
SYN871-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.017s)      
SYN872-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.070s)      
SYN873-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.017s)      
SYN874-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.015s)      
SYN875-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.015s)      
SYN876-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.024s)      
SYN877-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.018s)      
SYN878-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.018s)      
SYN879-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.019s)      
SYN880-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.022s)      
SYN881-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.024s)      
SYN882-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.025s)      
SYN883-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.022s)      
SYN884-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.042s)      
SYN885-1.p                                                   | Unsatisfiable      | 0.25 v9.1.0  | Timeout (3.044s)      
SYN886-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.036s)      
SYN887-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.037s)      
SYN888-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.073s)      
SYN889-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.021s)      
SYN890-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.021s)      
SYN891-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.020s)      
SYN892-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.020s)      
SYN893-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.023s)      
SYN894-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.028s)      
SYN895-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.028s)      
SYN896-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.028s)      
SYN897-1.p                                                   | Unsatisfiable      | 0.25 v9.1.0  | Timeout (3.041s)      
SYN898-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.047s)      
SYN899-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.041s)      
SYN900-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.041s)      
SYN901-1.p                                                   | Unsatisfiable      | 0.25 v9.1.0  | Timeout (3.087s)      
SYN902-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.081s)      
SYN903-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.016s)      
SYN904-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.016s)      
SYN905-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.020s)      
SYN906-1.p                                                   | Satisfiable        | 0.00 v6.3.0  | Timeout (3.015s)      
SYN907-1.p                                                   | Satisfiable        | 0.00 v6.3.0  | Timeout (3.017s)      
SYN908-1.p                                                   | Satisfiable        | 0.00 v6.3.0  | Timeout (3.020s)      
SYN909-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.020s)      
SYN910-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.023s)      
SYN911-1.p                                                   | Satisfiable        | 0.00 v6.3.0  | Timeout (3.023s)      
SYN912-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.026s)      
SYN913-1.p                                                   | Satisfiable        | 0.00 v6.3.0  | Timeout (3.020s)      
SYN914-1.p                                                   | Unsatisfiable      | 0.85 v9.1.0  | Timeout (3.010s)      
SYN915+1.p                                                   | Theorem            | 0.00 v4.1.0  | Unsatisfiable (0.009s)
SYN915-1.p                                                   | Unsatisfiable      | 0.00 v3.3.0  | Unsatisfiable (0.007s)
SYN915^4.p                                                   | Theorem            | 0.00 v8.2.0  | Error (0.006s)        
SYN916+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | GaveUp (0.006s)       
SYN916-1.p                                                   | Satisfiable        | 0.33 v5.4.0  | GaveUp (0.006s)       
SYN916^4.p                                                   | CounterSatisfiable | 0.00 v8.2.0  | Error (0.006s)        
SYN917+1.p                                                   | Theorem            | 0.15 v9.1.0  | Error (5.069s)        
SYN918+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.021s)
SYN919+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.009s)
SYN920+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.016s)
SYN921+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN922+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.009s)
SYN923+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.006s)
SYN924+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.009s)
SYN925+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN926+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN927+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN928+1.p                                                   | Theorem            | 0.00 v5.5.0  | Unsatisfiable (0.007s)
SYN929+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.006s)
SYN930+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN931+1.p                                                   | Theorem            | 0.00 v5.5.0  | Unsatisfiable (0.008s)
SYN932+1.p                                                   | Theorem            | 0.00 v4.0.1  | Unsatisfiable (0.007s)
SYN933+1.p                                                   | Theorem            | 0.00 v4.0.1  | Unsatisfiable (0.007s)
SYN934+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN935+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN936+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN937+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN938+1.p                                                   | Theorem            | 0.30 v9.1.0  | Error (5.081s)        
SYN939+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.032s)
SYN940+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.010s)
SYN941+1.p                                                   | Theorem            | 0.05 v9.1.0  | Unsatisfiable (0.011s)
SYN942+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN943+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.010s)
SYN944+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN945+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN946+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN947+1.p                                                   | Theorem            | 0.05 v9.1.0  | Unsatisfiable (0.007s)
SYN948+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.006s)
SYN949+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN950+1.p                                                   | Theorem            | 0.00 v5.4.0  | Unsatisfiable (0.007s)
SYN951+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.009s)
SYN952+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN953+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN954+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN955+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.006s)
SYN956+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN957+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN958+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN959+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN960+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN961+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN962+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.006s)
SYN963+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN964+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN965+1.p                                                   | Theorem            | 0.05 v9.1.0  | Unsatisfiable (0.011s)
SYN966+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.071s)
SYN967+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN968+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN969+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN970+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN971+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.007s)
SYN972+1.p                                                   | Theorem            | 0.00 v5.4.0  | Unsatisfiable (0.007s)
SYN973+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN974+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN975+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.006s)
SYN976+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN977+1.p                                                   | Theorem            | 0.00 v4.1.0  | Unsatisfiable (0.007s)
SYN977^4.p                                                   | CounterSatisfiable | 0.33 v9.0.0  | Error (0.006s)        
SYN978+1.p                                                   | Theorem            | 0.00 v3.1.0  | Unsatisfiable (0.007s)
SYN978^4.p                                                   | Theorem            | 0.11 v9.1.0  | Error (0.007s)        
SYN979+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.008s)
SYN980+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.008s)
SYN981+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (0.007s)
SYN982-1.p                                                   | Unsatisfiable      | 0.41 v9.1.0  | Timeout (3.008s)      
SYN983^1.p                                                   | Theorem            | 0.08 v9.1.0  | Error (0.008s)        
SYN983_8.p                                                   | Theorem            | 0.00 v8.1.0  | Error (0.007s)        
SYN984^1.p                                                   | Theorem            | 0.08 v9.1.0  | Error (0.007s)        
SYN985^1.p                                                   | CounterSatisfiable | 0.33 v4.1.0  | Error (0.006s)        
SYN986+1.000.p                                               | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.007s)
SYN986+1.001.p                                               | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.007s)
SYN986+1.002.p                                               | Theorem            | 0.10 v9.1.0  | Unsatisfiable (0.039s)
SYN986+1.003.p                                               | Theorem            | 0.10 v9.1.0  | Timeout (3.009s)      
SYN986+1.004.p                                               | Theorem            | 0.85 v9.1.0  | Timeout (3.009s)      
SYN986+1.005.p                                               | Theorem            | 1.00 v4.0.0  | Timeout (3.010s)      
SYN986+1.006.p                                               | Theorem            | 1.00 v4.0.0  | Timeout (3.011s)      
SYN986-10.005.p                                              | Unsatisfiable      | 1.00 v7.3.0  | Error (0.062s)        
SYN986-10.006.p                                              | Unsatisfiable      | 1.00 v7.3.0  | Error (0.058s)        
SYN987^1.p                                                   | CounterSatisfiable | 0.00 v3.7.0  | Error (0.008s)        
SYN987^2.p                                                   | Unsatisfiable      | 0.00 v3.7.0  | Error (0.006s)        
SYN987_8.p                                                   | Unsatisfiable      | 0.00 v8.1.0  | Error (0.006s)        
SYN988^1.p                                                   | CounterSatisfiable | 0.00 v3.7.0  | Error (0.006s)        
SYN988^2.p                                                   | Unsatisfiable      | 0.00 v3.7.0  | Error (0.006s)        
SYN988_8.p                                                   | Unsatisfiable      | 0.00 v8.1.0  | Error (0.006s)        
SYN989^1.p                                                   | Theorem            | 0.08 v9.1.0  | Error (0.007s)        
SYN989^2.p                                                   | Satisfiable        | 0.00 v3.7.0  | Error (0.007s)        
SYN989^3.p                                                   | Theorem            | 0.08 v9.1.0  | Error (0.006s)        
SYN989_8.p                                                   | Satisfiable        | 0.00 v8.1.0  | Error (0.006s)        
SYN990^1.p                                                   | Satisfiable        | 0.33 v9.0.0  | Error (0.006s)        
SYN991^1.p                                                   | Unsatisfiable      | 0.00 v3.7.0  | Error (0.006s)        
SYN992^1.p                                                   | Theorem            | 0.11 v9.1.0  | Error (0.006s)        
SYN993^1.p                                                   | CounterSatisfiable | 0.33 v9.0.0  | Error (0.007s)        
SYN994^1.p                                                   | CounterSatisfiable | 0.33 v9.0.0  | Error (0.007s)        
SYN995^1.p                                                   | CounterSatisfiable | 0.33 v9.0.0  | Error (0.006s)        
SYN996^1.p                                                   | Theorem            | 0.25 v9.0.0  | Error (0.006s)        
SYN997^1.p                                                   | Theorem            | 0.17 v9.1.0  | Error (0.006s)        
SYN998^1.p                                                   | Theorem            | 0.00 v8.2.0  | Error (0.006s)        
SYN999^1.p                                                   | Theorem            | 0.11 v9.1.0  | Error (0.006s)        

CSV written to: bench_logs_syn_final/bench_2026-05-29_15-49-39.csv
HTML written to: bench_logs_syn_final/bench_2026-05-29_15-49-39.html
