# bench_date,"2026-05-15_13-13-54"
# problem_dir,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SET"
# home,"/home/delahaye/ip/bench/problems/TPTP-v9.2.1/Problems/SET"
# logs_dir,"/home/delahayed/benchs-ip/logs"
# time_limit_seconds,3
# robust_time_limit,false
# size_limit_gb,
# max_clauses,
# mode,"ordered-fallback"
# casc,
# only_ip,false
# version_ip,"8dfcd15"
# version_vampire,"Vampire 5.0.1 (Release build, commit 9eeba91d1 on 2026-05-09 07:13:19 +0100)"
# version_e,"E 3.3.2 Countess Grey (37fde70d516b57cb64294f8fe39bc16ece8198f8)"
# version_zenon,"zenon version 0.8.5 [a270] 2020-10-23"

section,problem,expected_status,rating,ip,ip_time_s,vampire,vampire_time_s,e,e_time_s,zenon,zenon_time_s
result,"SET831-1.p","Unsatisfiable","0.77 v9.1.0","Timeout",3.014019,"Unsatisfiable",0.536558,"Timeout",3.045251,"Timeout",3.651972
result,"SET832-1.p","Unsatisfiable","0.05 v7.4.0","Timeout",3.011983,"Unsatisfiable",0.019712,"Unsatisfiable",0.061012,"Unsatisfiable",0.288475
result,"SET833-1.p","Unsatisfiable","0.05 v7.4.0","Timeout",3.011509,"Unsatisfiable",0.021497,"Unsatisfiable",0.061598,"Unsatisfiable",0.310086
result,"SET834-1.p","Unsatisfiable","0.55 v9.0.0","Timeout",3.012277,"Unsatisfiable",0.669928,"Unsatisfiable",0.265048,"Timeout",3.083346
result,"SET835-1.p","Unsatisfiable","0.05 v7.4.0","Timeout",3.011899,"Unsatisfiable",0.052812,"Unsatisfiable",0.063584,"Unsatisfiable",0.449384
result,"SET836-1.p","Unsatisfiable","0.05 v7.4.0","Timeout",3.012065,"Unsatisfiable",0.043701,"Unsatisfiable",0.062169,"Unsatisfiable",0.361036
result,"SET837-1.p","Unsatisfiable","0.77 v9.1.0","Timeout",3.012516,"Unsatisfiable",0.525409,"Timeout",3.051738,"Timeout",3.271633
result,"SET838-1.p","Unsatisfiable","0.23 v9.1.0","Timeout",3.012018,"Unsatisfiable",0.036855,"Unsatisfiable",0.041169,"Timeout",3.818861
result,"SET839-1.p","Unsatisfiable","0.45 v9.1.0","Timeout",3.012125,"Unsatisfiable",0.091232,"Timeout",3.074882,"Timeout",3.489776
result,"SET840-1.p","Unsatisfiable","0.82 v9.1.0","Timeout",3.018742,"Unsatisfiable",0.106342,"Timeout",3.079859,"Timeout",3.462881
result,"SET841-1.p","Unsatisfiable","0.18 v9.1.0","Timeout",3.011672,"Unsatisfiable",0.059370,"Unsatisfiable",0.150879,"Unsatisfiable",0.168887
result,"SET842-1.p","Unsatisfiable","0.32 v9.1.0","Timeout",3.011692,"Unsatisfiable",0.070623,"Unsatisfiable",0.156198,"Timeout",3.539092
result,"SET843-1.p","Unsatisfiable","0.36 v9.1.0","Timeout",3.012396,"Unsatisfiable",0.071045,"Unsatisfiable",0.579914,"Timeout",4.552528
result,"SET844-1.p","Unsatisfiable","0.05 v8.1.0","Timeout",3.012730,"Unsatisfiable",0.050117,"Unsatisfiable",0.471021,"Timeout",3.617440
result,"SET845-1.p","Unsatisfiable","0.23 v9.1.0","Timeout",3.013276,"Unsatisfiable",0.076795,"Unsatisfiable",0.147335,"Timeout",3.069809
result,"SET846-1.p","Unsatisfiable","0.18 v9.1.0","Timeout",3.012107,"Unsatisfiable",0.042308,"Unsatisfiable",0.287663,"Timeout",3.545795
result,"SET847-1.p","Unsatisfiable","0.55 v9.0.0","Timeout",3.012704,"Unsatisfiable",0.039405,"Timeout",3.053356,"Timeout",3.923446
result,"SET848-1.p","Unsatisfiable","0.23 v9.1.0","Timeout",3.018266,"Unsatisfiable",0.038419,"Timeout",3.050933,"Timeout",4.345995
result,"SET849-1.p","Unsatisfiable","0.09 v9.1.0","Timeout",3.012468,"Unsatisfiable",0.045225,"Unsatisfiable",0.170264,"Unsatisfiable",0.167565
result,"SET850-1.p","Unsatisfiable","0.09 v9.1.0","Timeout",3.012070,"Unsatisfiable",0.019444,"Unsatisfiable",0.058470,"Unsatisfiable",1.187961
result,"SET851-1.p","Unsatisfiable","0.09 v9.1.0","Timeout",3.013787,"Unsatisfiable",0.072803,"Unsatisfiable",0.060069,"Timeout",4.010052
result,"SET852-1.p","Unsatisfiable","0.18 v9.1.0","Timeout",3.012809,"Unsatisfiable",0.041937,"Unsatisfiable",0.516601,"Timeout",3.156926
result,"SET853-1.p","Unsatisfiable","0.27 v9.1.0","Timeout",3.013101,"Unsatisfiable",0.060513,"Unsatisfiable",1.264658,"Timeout",3.275105
result,"SET854-1.p","Unsatisfiable","1.00 v3.2.0","Timeout",3.013564,"Unsatisfiable",2.603863,"Timeout",3.106892,"Timeout",3.411005
result,"SET855-1.p","Unsatisfiable","0.05 v7.4.0","Timeout",3.014825,"Unsatisfiable",0.045152,"Unsatisfiable",0.058086,"Unsatisfiable",2.827766
result,"SET856-1.p","Unsatisfiable","0.05 v7.4.0","Timeout",3.012460,"Unsatisfiable",0.041429,"Unsatisfiable",0.017198,"Unsatisfiable",0.035399
result,"SET857-1.p","Unsatisfiable","0.73 v9.1.0","Timeout",3.012345,"Unsatisfiable",2.484338,"Timeout",3.071162,"Timeout",3.209534
result,"SET858-1.p","Unsatisfiable","0.45 v9.1.0","Timeout",3.012408,"Unsatisfiable",0.060166,"Unsatisfiable",2.088789,"Timeout",3.317684
result,"SET859-1.p","Unsatisfiable","0.05 v7.4.0","Timeout",3.012466,"Unsatisfiable",0.043648,"Unsatisfiable",0.188360,"Timeout",3.452267
result,"SET860-1.p","Unsatisfiable","0.41 v9.1.0","Timeout",3.025570,"Unsatisfiable",0.116514,"Unsatisfiable",0.286265,"Timeout",3.466356
result,"SET861-1.p","Unsatisfiable","1.00 v3.2.0","Timeout",3.012293,"Timeout",2.965748,"Timeout",3.054533,"Timeout",3.597534
result,"SET862-1.p","Unsatisfiable","0.91 v9.1.0","Timeout",3.012200,"Unsatisfiable",1.724401,"Timeout",3.053607,"Timeout",3.281066
result,"SET863-1.p","Unsatisfiable","0.64 v9.1.0","Timeout",3.012231,"Unsatisfiable",1.695198,"Unsatisfiable",2.192160,"Timeout",3.119525
result,"SET864-1.p","Unsatisfiable","0.14 v9.1.0","Timeout",3.012204,"Unsatisfiable",0.070226,"Unsatisfiable",0.067614,"Timeout",3.693338
result,"SET865-1.p","Unsatisfiable","0.45 v9.0.0","Timeout",3.013244,"Unsatisfiable",0.062342,"Timeout",3.081610,"Timeout",3.600461
result,"SET867+1.p","Theorem","0.15 v9.1.0","Unsatisfiable",0.090460,"Theorem",0.012218,"Theorem",0.005522,"Unsatisfiable",0.095719
result,"SET872+1.p","Theorem","0.15 v9.1.0","Unsatisfiable",0.068681,"Theorem",0.012219,"Theorem",0.005912,"Timeout",3.238569
result,"SET873+1.p","Theorem","0.12 v9.1.0","Timeout",3.008102,"Theorem",0.032438,"Theorem",0.005660,"Timeout",3.042192
result,"SET874+1.p","Theorem","0.09 v9.1.0","Timeout",3.007671,"Theorem",0.067423,"Theorem",0.006041,"Timeout",3.283330
result,"SET875+1.p","Theorem","0.09 v9.1.0","Unsatisfiable",0.007814,"Theorem",0.033774,"Theorem",0.005337,"Timeout",3.043304
result,"SET876+1.p","Theorem","0.12 v9.1.0","Unsatisfiable",0.007594,"Theorem",0.043766,"Theorem",0.005142,"Timeout",3.535214
result,"SET877+1.p","Theorem","0.12 v9.1.0","Timeout",3.005659,"Theorem",0.042451,"Theorem",0.005547,"Timeout",3.273594
result,"SET878+1.p","Theorem","0.12 v9.1.0","Unsatisfiable",0.031766,"Theorem",0.029296,"Theorem",0.005485,"Timeout",3.210127
result,"SET879+1.p","Theorem","0.12 v9.1.0","Timeout",3.005731,"Theorem",0.038236,"Theorem",0.005456,"Timeout",3.064951
result,"SET880+1.p","Theorem","0.06 v9.1.0","Unsatisfiable",0.007777,"Theorem",0.034784,"Theorem",0.005480,"Unsatisfiable",0.015411
result,"SET881+1.p","Theorem","0.06 v9.1.0","Unsatisfiable",0.016203,"Theorem",0.011705,"Theorem",0.005116,"Unsatisfiable",0.564797
result,"SET882+1.p","Theorem","0.15 v9.1.0","Timeout",3.005769,"Theorem",0.039301,"Theorem",0.005584,"Timeout",3.207388
result,"SET883+1.p","Theorem","0.03 v9.1.0","Unsatisfiable",0.005512,"Theorem",0.033835,"Theorem",0.004740,"Unsatisfiable",0.013430
result,"SET884+1.p","Theorem","0.21 v9.1.0","Unsatisfiable",0.019164,"Theorem",0.012290,"Theorem",0.005535,"Timeout",3.209598
result,"SET885+1.p","Theorem","0.18 v9.1.0","Unsatisfiable",0.044088,"Theorem",0.036222,"Theorem",0.006116,"Timeout",3.112824
